"R0000100","R0002200","R0002202","R0002203","R0002300","R0002400","R0002451","R0002454","R0002455","R0002456","R0002500","R0002700","R0002800","R0003400","R0003600","R0003800","R0003900","R0004000","R0004100","R0004300","R0005400","R0009100","R0010500","R0010800","R0011100","R0012800","R0015000","R0022600","R0022700","R0022800","R0022900","R0023000","R0023100","R0023200","R0023300","R0023400","R0023500","R0023600","R0023700","R0023800","R0024000","R0024100","R0024200","R0024300","R0024400","R0024500","R0024600","R0024800","R0024900","R0029700","R0029800","R0029900","R0030000","R0030100","R0030200","R0030300","R0030400","R0030500","R0030600","R0030700","R0030800","R0030900","R0031000","R0031100","R0031200","R0031300","R0031400","R0031500","R0031600","R0031700","R0031800","R0031900","R0032000","R0032100","R0032200","R0032300","R0032400","R0032500","R0032600","R0033600","R0033700","R0033800","R0033900","R0034600","R0034900","R0035100","R0035200","R0035300","R0035400","R0035500","R0035600","R0035700","R0035800","R0035900","R0036000","R0036100","R0037500","R0037600","R0037700","R0038000","R0038100","R0038200","R0038800","R0038900","R0039000","R0039100","R0039200","R0039300","R0039400","R0039500","R0039600","R0039700","R0039800","R0039900","R0040000","R0040100","R0040200","R0040400","R0040600","R0040700","R0040800","R0040900","R0041100","R0041300","R0041400","R0041500","R0042100","R0042200","R0042300","R0042400","R0042500","R0042600","R0042700","R0042800","R0042900","R0043000","R0043100","R0043200","R0043300","R0043400","R0043500","R0043600","R0062300","R0062310","R0062550","R0062600","R0062900","R0063000","R0063030","R0063060","R0063090","R0063100","R0063200","R0063230","R0171200","R0171300","R0171400","R0171500","R0171600","R0171700","R0171800","R0454700","R0507300","R0543940"
4627,19,4,45,2,6,1,0,3,1,8,5,1,28,2,4,4,4,4,0,2,6,1,1,1,2,-4,1,25,-4,-4,25,-4,-4,200,1,4,350,1,4,4,-4,-4,-4,-4,-4,-4,-4,411,1,-2,2,2,2,2,1,4,2,4,2,2,2,4,2,4,1,2,1,2,1,-2,2,2,2,1,1,1,-2,0,2,-4,0,0,1,-4,0,0,0,0,0,0,0,0,61,1000,0,1,-4,-4,1,1,3,1,1,1,1,1,1,1,1,2,7,775,0,1,0,3,-4,-4,-4,1,-4,-4,-4,-4,0,13,16,-4,11,0,4,25,985,10,6,-4,1,0,-4,-4,-4,0,0,18,6,81,-4,-4,-4,-4,-4,1,52,2,1,1,1,1,1,1,500,1,12
4628,14,10,51,2,6,1,0,3,1,8,5,1,28,2,4,4,4,4,1,1,6,0,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,4,1,-2,3,-2,2,-2,-2,-4,-2,-4,2,4,-2,-4,3,4,1,4,2,2,1,1,2,2,2,1,2,0,1,0,0,0,1,-4,0,0,0,0,0,0,0,0,0,0,0,2,0,-4,1,3,3,1,1,1,1,1,1,1,1,2,7,775,0,0,0,3,-4,-4,-4,3,-4,-4,-4,-4,0,13,60,-4,-4,-4,28,28,775,13,10,1,5,0,-4,-4,-4,0,0,18,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,100,6,10
4629,24,3,42,2,1,1,0,3,1,8,5,2,28,2,4,4,4,4,0,2,6,0,1,1,2,-4,1,14,-4,-4,25,-4,-4,-4,-4,2,-4,-4,3,4,-4,-4,-4,-4,-4,-4,-4,825,1,2,1,2,2,1,3,2,2,1,-2,-4,-2,-4,2,4,-2,-4,1,2,2,1,2,2,2,1,1,1,2,0,2,-4,0,0,2,2,0,0,0,0,0,0,0,0,56,0,0,2,0,-4,1,1,3,1,3,1,1,1,1,1,1,2,7,184,1,0,0,3,-4,-4,-4,3,-4,-4,-4,-4,1,1,25,-4,12,0,52,40,775,11,18,0,11,0,35,40,775,0,0,72,1,104,-4,-4,-4,-4,-4,-4,-4,2,1,1,1,1,1,2,330,1,12
4630,18,7,47,2,6,1,0,3,1,8,5,1,28,2,4,4,4,4,0,2,6,1,1,1,2,-4,2,-4,2,-4,9,-4,-4,15,3,-4,75,3,-4,4,-4,-4,-4,-4,-4,-4,-4,995,-2,-4,3,2,2,2,1,2,-2,-4,3,1,-2,-4,2,4,1,3,1,3,2,2,2,2,2,1,1,1,2,0,2,-4,0,0,1,-4,0,0,0,0,0,0,0,0,0,0,0,2,0,-4,1,1,2,1,1,1,1,1,1,1,1,2,5,825,0,0,0,3,-4,-4,-4,4,-4,-4,-4,-4,1,13,24,-4,-4,-4,52,48,813,10,25,-4,12,0,52,30,804,0,0,15,8,64,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,12
4631,24,1,42,2,5,1,0,3,1,8,5,1,28,2,4,4,4,4,0,2,6,0,1,1,1,-4,2,4,4,-4,9,-4,-4,90,3,-4,120,3,-4,2,-4,-4,-4,196,411,1,-4,-4,-2,-4,2,3,2,2,1,4,3,2,2,2,3,2,2,4,-2,-4,1,2,1,2,1,2,2,1,1,1,2,0,2,-4,0,0,1,-4,0,0,0,0,0,0,0,0,57,0,0,1,-4,-4,1,1,3,1,1,1,1,1,1,1,1,2,5,804,0,0,0,3,-4,-4,-4,1,-4,-4,-4,-4,1,7,46,-4,6,1,40,36,825,10,16,1,11,0,-4,-4,-4,0,0,7,7,69,-4,-4,-4,-4,-4,1,40,0,-4,-4,-4,-4,-4,-4,220,1,12
4632,14,7,51,2,6,1,0,3,1,8,5,1,28,2,4,4,4,4,1,1,6,0,1,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,4,-2,-4,2,3,2,2,-2,-4,-2,-4,3,4,2,2,-2,-4,-2,-4,1,2,1,2,2,1,1,1,2,0,1,0,0,0,1,-4,0,0,0,0,0,1,70,0,0,0,0,1,-4,-4,1,1,3,1,1,1,1,1,1,1,1,1,1,985,1,1,0,1,-4,-4,-4,1,-4,-4,-4,-4,0,6,40,-4,-4,-4,52,40,985,7,32,-4,-4,-4,52,40,804,70,70,7,11,-4,1,52,985,7,-4,1,52,2,1,1,1,1,1,1,322,1,12
4633,24,7,41,2,1,1,0,3,1,8,5,1,28,2,4,4,4,4,0,2,6,0,1,1,1,-4,1,1,18,-4,25,-4,-4,80,3,-4,150,3,-4,4,-4,-4,-4,-4,-4,-4,-4,410,1,2,3,1,-2,-4,3,2,-2,-4,2,1,-2,-4,3,4,1,4,1,3,2,1,1,2,2,1,1,1,2,1,2,-4,0,0,2,1,5600,5600,0,0,0,0,0,0,59,500,0,2,1,7,1,1,3,1,-4,1,1,1,1,1,1,2,1,411,0,1,1,4,1,12,1,4,1,0,7,0,1,1,21,0,-4,-4,0,-4,-4,2,0,-4,-4,-4,-4,-4,-4,0,0,19,5,93,1,52,411,19,12,1,39,13,1,2,2,2,4,4,-5,-5,-5
4634,16,11,49,2,6,1,0,3,1,8,5,1,28,2,4,4,4,4,1,1,6,0,1,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-2,2,-2,-2,-4,3,3,1,4,-2,-4,3,4,-2,-4,1,4,2,-2,2,2,2,-2,1,1,1,1,2,0,1,0,0,0,1,-4,0,0,0,0,0,1,300,0,52,0,0,1,-4,-4,1,1,3,1,1,1,1,1,1,1,1,2,1,411,0,1,1,1,-4,-4,-4,1,-4,-4,-4,-4,1,11,12,1,-4,0,-4,-4,-4,10,10,1,-4,0,-4,-4,-4,300,300,19,5,85,1,39,825,15,6,1,52,2,1,1,1,1,1,1,-5,-5,-5
4635,16,10,49,2,6,1,0,3,1,8,2,1,28,2,4,4,4,4,1,1,6,0,2,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,4,1,4,3,3,2,4,3,3,2,3,3,3,1,4,1,4,2,3,1,2,2,1,1,1,1,1,2,0,1,0,0,0,1,-4,0,0,0,0,0,0,0,0,0,0,0,1,-4,-4,1,1,3,1,1,1,1,1,1,1,1,1,1,775,0,0,0,1,-4,-4,-4,1,-4,-4,-4,-4,1,6,47,-4,9,1,52,40,775,7,46,-4,9,1,46,-4,-4,0,0,18,6,82,1,52,775,18,9,1,46,1,1,1,1,1,2,3,-4,6,11
4636,23,10,42,2,1,1,0,3,1,8,5,2,28,2,4,4,4,4,0,2,6,0,-4,-4,-4,-4,1,14,9,18,25,-4,-4,165,-4,1,-4,-4,-2,4,-4,-4,-4,-4,-4,-4,-4,995,-2,-4,2,2,2,2,2,2,-2,-4,3,2,-2,-4,1,1,-2,-4,-2,-4,2,2,2,2,1,1,1,1,1,0,2,-4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,200,2,0,-4,1,2,3,1,2,1,1,1,1,1,1,2,1,200,0,0,0,4,1,7,1,4,0,-4,6,0,1,1,19,0,11,0,6,45,902,-4,-4,-4,-4,-4,-4,-4,-4,-200,-200,14,9,58,1,35,411,19,7,0,0,-4,-4,-4,-4,-4,-4,-4,-4,5,10
4637,14,11,51,2,6,1,0,3,1,8,5,2,28,2,4,4,4,4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,-4,-2,-4,-2,-4,-2,-4,-2,-4,1,-2,2,-2,-2,-4,-2,-4,-2,-4,1,1,1,2,1,2,1,2,2,0,1,0,0,0,1,-4,0,0,0,0,0,-4,0,0,-4,0,0,1,-4,-4,1,2,2,-4,1,1,1,1,1,1,1,1,1,411,0,1,0,1,-4,-4,-4,1,-4,-4,-4,-4,1,6,50,-4,5,0,52,30,411,7,47,-4,6,0,52,6,804,0,0,19,5,62,1,52,411,19,4,1,52,-4,-4,-4,-4,-4,-4,-4,396,6,12
4638,16,4,49,2,6,1,0,3,1,8,3,1,28,2,4,4,4,4,1,1,6,0,2,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,3,2,3,2,3,2,3,2,3,1,2,2,4,2,4,2,2,2,2,1,2,2,2,2,2,1,1,1,0,1,0,0,0,1,-4,0,0,0,0,0,0,0,0,0,0,0,2,0,-4,1,3,2,1,1,1,1,1,1,1,1,2,7,704,0,1,1,3,-4,-4,-4,3,-4,-4,-4,-4,0,13,51,-4,-4,-4,52,40,704,13,46,-4,8,0,0,-4,-4,0,0,5,6,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,1,1,1,2,-5,-5,-5
4639,14,9,51,2,6,1,0,3,1,8,5,1,28,2,4,4,4,4,1,1,6,0,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,4,1,4,1,4,1,4,3,2,2,4,3,4,3,4,-2,-4,1,4,1,2,2,1,1,2,1,1,2,0,1,0,0,0,1,-4,0,0,0,0,0,0,0,0,0,0,0,1,-4,-4,1,2,2,1,1,1,1,1,1,1,1,1,1,985,1,0,0,1,-4,-4,-4,1,-4,-4,-4,-4,1,6,46,-4,-4,-4,52,40,985,7,41,-4,8,1,52,40,825,0,0,7,11,76,1,52,985,7,-4,1,52,-4,-4,-4,-4,-4,-4,-4,125,6,12
4640,14,11,51,2,6,1,0,3,1,8,5,2,28,2,4,4,4,4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-2,2,-2,2,1,-2,-4,-2,-4,-2,-4,-2,-4,-2,-4,-2,-4,-2,-4,1,2,2,2,2,2,1,1,1,0,1,0,0,0,1,-4,0,0,36,0,0,0,0,0,0,0,0,1,-4,-4,1,2,2,1,1,1,1,1,1,1,1,3,1,985,0,1,0,1,-4,-4,-4,1,-4,-4,-4,-4,1,6,54,-4,0,-4,52,48,985,7,32,-4,4,0,22,24,804,36,36,7,11,46,1,52,985,7,0,1,22,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5
4641,14,9,51,2,6,1,0,3,1,8,5,2,28,2,4,4,4,4,1,1,6,0,1,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,-4,1,1,2,2,3,4,2,2,3,2,-2,-4,2,2,1,4,1,2,2,2,2,1,2,2,1,1,2,0,1,0,0,0,1,-4,0,0,0,-4,-4,0,0,0,0,0,0,2,0,-4,1,2,2,1,1,1,1,1,1,1,1,3,7,985,0,0,0,3,-4,-4,-4,3,-4,-4,-4,-4,1,13,46,-4,3,0,52,45,985,13,51,-4,3,0,0,-4,-4,-4,0,7,11,65,-4,-4,-4,-4,-4,-4,-4,2,1,1,1,1,1,2,-5,-5,-5
4642,17,7,48,2,6,1,0,3,1,7,1,2,29,2,1,1,4,4,1,1,6,0,1,1,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,3,1,3,2,3,1,3,1,2,2,2,2,3,1,3,1,3,1,4,2,1,1,2,1,2,1,1,2,0,1,0,0,0,1,-4,0,0,0,0,0,0,0,0,0,0,0,2,-4,-4,1,1,3,1,1,1,1,1,1,1,1,3,7,480,0,1,0,3,-4,-4,-4,3,-4,-4,-4,-4,1,13,64,-4,9,1,0,-4,-4,11,14,1,10,0,6,25,902,0,0,27,5,83,-4,-4,-4,-4,-4,-4,-4,2,1,1,1,1,1,1,160,1,14
4643,14,4,51,2,6,1,0,3,1,7,1,2,29,2,1,1,4,4,1,1,6,0,1,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,2,2,4,1,2,1,3,1,3,2,2,1,3,1,4,1,3,1,2,1,2,1,2,1,1,1,1,2,0,1,0,0,0,1,-4,0,0,0,0,0,0,0,0,0,0,0,2,-4,-4,1,1,3,1,1,1,1,1,1,1,1,3,7,775,0,1,0,3,-4,-4,-4,3,-4,-4,-4,-4,1,13,64,-4,9,1,-4,-4,-4,11,17,1,12,0,6,25,985,0,0,18,6,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,1,1,2,3,9500,1,16
4644,23,11,42,2,1,1,0,3,1,7,1,2,29,2,1,1,4,4,0,2,6,0,2,1,1,-4,1,15,2,15,25,-4,-4,175,1,4,-4,-4,2,4,-4,-4,-4,-4,-4,-4,-4,995,1,1,1,2,2,1,1,4,2,2,3,1,-2,-4,1,4,1,3,1,4,1,2,1,2,1,1,1,1,2,0,2,-4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,300,2,0,-4,1,2,2,1,2,1,1,1,1,1,1,1,1,200,1,1,0,4,1,7,1,4,1,1,7,1,1,1,23,0,12,1,-4,16,342,2,3,-4,-4,-4,-4,-4,-4,-300,-300,14,9,85,1,52,200,14,7,1,36,0,-4,-4,-4,-4,-4,-4,800,1,12
4645,23,8,42,1,6,1,1,1,6,8,1,2,29,2,1,1,4,4,1,1,6,0,3,1,-4,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,3,2,2,2,1,4,1,2,3,1,2,2,3,4,1,4,1,4,1,2,1,1,1,1,1,1,2,0,1,0,0,0,2,2,0,0,500,1000,0,0,0,0,0,0,0,2,0,-4,1,3,2,2,1,1,1,1,1,1,1,3,1,290,1,1,0,1,-4,-4,-4,1,-4,-4,-4,-4,1,6,71,-4,-4,-4,-4,-4,-4,7,53,-4,-4,-4,-4,-4,-4,1500,1500,68,2,123,0,0,-4,-4,-4,0,0,2,2,2,3,3,6,5,15000,6,18
4646,16,12,49,2,6,1,0,3,1,8,5,1,29,2,1,1,4,4,1,1,6,0,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,4,1,4,2,3,2,4,2,4,3,4,2,4,1,4,2,2,1,3,2,2,1,1,2,1,1,2,2,0,1,0,0,0,1,-4,0,0,0,0,0,0,0,0,0,0,0,2,-4,-4,1,1,3,2,1,1,1,1,1,1,1,3,5,804,0,0,0,2,-4,-4,-4,2,-4,-4,-4,-4,0,13,48,-4,-4,-4,50,45,715,13,42,-4,-4,-4,30,40,902,0,0,7,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,235,1,-4
4647,15,7,47,2,6,1,0,3,1,8,5,1,29,2,1,1,4,4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,4,1,3,3,2,1,2,3,3,2,2,2,4,2,3,2,4,1,2,2,2,1,1,1,2,1,1,1,0,1,0,0,0,1,-4,0,0,0,0,0,0,0,0,0,0,0,1,-4,-4,1,1,2,1,1,1,1,1,1,1,1,3,1,985,0,0,0,1,-4,-4,-4,1,-4,-4,-4,-4,0,6,54,-4,-4,-4,50,50,985,7,52,-4,-4,-4,30,45,902,0,0,7,11,-4,1,50,985,7,-4,1,30,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5
4648,17,1,49,2,6,1,0,3,1,8,2,2,29,2,1,1,4,4,0,2,6,0,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,2,-4,1,-4,1,-4,0,0,0,0,0,0,0,0,0,0,0,2,0,-4,1,1,3,1,1,1,1,1,1,1,1,1,4,200,0,1,0,4,-4,-2,-4,3,-4,-4,-4,-4,1,13,78,-4,1,0,0,-4,-4,13,73,-4,11,0,0,-4,-4,0,0,14,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,50,6,4
4649,15,8,50,2,6,1,0,3,1,8,2,2,29,2,1,1,4,4,0,2,6,0,-4,-4,-4,-4,1,1,-4,-4,25,-4,-4,-4,-4,2,-4,-4,2,4,-4,-4,-4,-4,-4,-4,-4,995,1,-2,1,-2,1,-2,2,-2,3,-2,1,-4,3,-2,1,-2,3,-4,3,-4,2,2,1,1,2,1,1,1,2,1,2,-4,0,0,1,-4,0,0,0,0,0,0,0,0,0,0,0,2,0,-4,1,1,3,3,1,1,1,1,1,1,1,1,6,200,1,0,0,3,-4,-4,-4,2,-4,-4,-4,-4,1,13,78,-4,1,0,0,-4,-4,13,73,-4,11,0,0,-4,-4,0,0,14,9,74,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4650,24,2,42,2,1,1,0,3,1,8,5,2,29,2,1,1,4,4,0,2,6,0,1,1,1,-4,1,1,1,-4,25,-4,-4,70,3,-4,70,3,-4,4,-4,-4,-4,-4,-4,-4,-4,480,1,4,1,4,1,4,1,4,2,2,1,4,2,3,1,4,1,4,1,4,1,2,2,2,2,1,1,1,2,0,2,-4,0,0,2,2,0,0,0,0,0,0,0,0,53,0,0,2,6,7,1,2,3,2,2,1,1,1,1,1,1,1,1,200,0,1,0,2,-4,-4,-4,4,0,-4,8,1,1,1,26,-4,9,1,0,-4,-4,2,11,1,5,0,-4,-4,-4,0,0,14,9,75,-4,-4,-4,-4,-4,0,0,0,-4,-4,-4,-4,-4,-4,48,1,10
4651,15,12,50,2,6,1,0,3,1,8,5,2,29,2,1,1,4,4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-2,-4,-2,-4,-2,-4,2,-4,-2,-4,3,-4,-2,-4,-2,-4,-2,-4,1,2,1,2,2,2,1,1,2,1,2,1,1,0,0,0,1,-4,0,0,0,0,0,0,0,0,0,0,0,1,-4,-4,1,2,3,1,1,1,1,1,1,1,1,2,5,804,1,1,0,3,-4,-4,-4,1,-4,-4,-4,-4,0,11,9,1,3,0,-4,-4,-4,11,6,1,2,0,-4,-4,-4,0,0,7,7,61,-4,-4,-4,-4,-4,1,52,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5
4652,15,10,50,2,6,1,0,3,1,8,5,2,29,2,1,1,4,4,1,1,6,0,1,1,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,2,1,3,1,3,1,2,-2,-4,3,2,1,2,2,3,1,3,1,2,1,2,1,2,1,1,1,1,2,1,1,0,0,0,1,-4,0,0,0,0,0,0,0,0,0,0,0,1,-4,-4,1,1,2,1,1,1,1,1,1,1,1,2,5,902,0,0,0,3,-4,-4,-4,1,-4,-4,-4,-4,0,7,35,-4,7,0,8,16,902,11,8,1,4,0,-4,-4,-4,0,0,6,10,54,-4,-4,-4,-4,-4,1,8,1,1,1,1,1,2,3,-5,-5,-5
4653,14,2,52,2,6,1,0,3,1,8,5,1,29,2,1,1,4,4,1,1,6,0,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,2,1,4,2,2,1,4,1,4,3,2,2,4,2,4,2,2,1,4,1,2,1,1,1,1,1,1,2,1,1,0,0,0,1,-4,0,0,0,0,0,-4,0,0,-4,0,0,1,-4,-4,1,1,3,2,1,1,1,1,1,1,1,2,5,184,1,1,0,2,-4,-4,-4,1,-4,-4,-4,-4,0,7,39,-4,16,1,39,40,182,10,15,1,11,0,0,-4,-4,0,0,72,1,116,-4,-4,-4,-4,-4,1,39,-4,-4,-4,-4,-4,-4,-4,-4,1,16
4654,21,2,45,2,6,1,0,3,1,8,5,3,29,2,1,1,4,4,0,2,6,1,1,1,1,-4,2,1,9,-4,8,-4,-4,-4,-4,2,-4,-4,2,4,-4,-4,-4,-4,-4,-4,-4,995,1,1,-2,-4,1,1,-2,-4,3,2,1,2,-2,-4,3,2,-2,-4,3,3,1,2,2,2,2,1,1,1,2,1,2,-4,0,0,1,-4,0,0,0,0,0,0,0,0,0,0,0,1,-4,-4,-4,2,3,1,1,1,1,1,1,1,1,1,6,200,-4,1,0,3,-4,-4,-4,1,-4,-4,-4,-4,0,7,42,-4,10,0,34,30,801,13,76,-4,4,1,0,-4,-4,0,0,14,9,-4,-4,-4,-4,-4,-4,1,34,-4,-4,-4,-4,-4,-4,-4,120,1,10
4655,22,12,41,2,1,1,0,3,1,8,5,1,29,2,1,1,4,4,0,2,6,1,1,1,4,-4,1,6,2,-4,25,-4,-4,100,3,4,-4,-4,2,4,-4,-4,-4,-4,-4,-4,-4,995,1,1,1,-2,2,1,1,4,3,2,3,1,-2,-4,2,4,1,4,3,4,2,2,1,2,1,2,1,1,2,1,2,-4,0,0,1,-4,0,0,0,0,0,0,0,0,0,0,0,1,-4,-4,1,1,3,2,2,1,1,1,1,1,1,1,1,200,0,1,0,2,-4,-4,-4,1,-4,-4,-4,-4,1,7,58,-4,9,1,16,27,902,1,20,0,12,1,52,40,631,0,0,14,9,102,-4,-4,-4,-4,-4,1,16,-4,-4,-4,-4,-4,-4,-4,13000,1,10
4656,15,10,50,2,6,1,0,3,1,8,5,2,29,2,1,1,4,4,1,1,6,0,1,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,4,1,3,1,3,1,3,2,2,3,2,1,3,2,4,1,2,1,3,2,2,1,1,1,1,1,1,2,1,1,0,0,0,1,-4,0,0,0,0,0,0,0,0,0,0,0,2,0,-4,1,1,3,1,1,1,1,1,1,1,1,1,1,715,0,1,0,4,1,10,-4,4,1,1,12,1,1,13,61,-4,5,0,52,50,200,13,58,-4,7,1,26,50,902,0,0,15,6,90,1,52,715,15,10,1,39,13,1,1,1,1,1,1,213,1,13
4657,16,5,49,2,6,1,0,3,1,8,2,2,29,2,1,1,4,4,1,1,6,0,1,1,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,1,-2,-4,2,4,-2,-4,2,4,-2,-4,2,4,-2,-4,1,1,2,2,2,2,2,1,1,1,2,0,1,0,0,0,1,-4,0,0,0,0,0,0,0,0,0,0,0,2,0,-4,1,2,3,1,1,1,1,1,1,1,1,1,6,200,0,1,0,3,-4,-4,-4,3,-4,-4,-4,-4,-4,13,60,-4,3,0,45,45,200,13,55,-4,9,1,0,-4,-4,0,0,14,9,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,1,1,2,3,325,1,11
4658,18,9,48,2,6,1,0,3,1,8,5,2,29,2,1,1,4,4,0,2,6,0,-4,-4,-4,-4,1,25,-4,-4,8,-4,-4,-4,-4,2,-4,-4,2,4,-4,-4,-4,-4,-4,-4,-4,775,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,2,2,2,2,2,2,2,2,0,2,-4,0,0,1,-4,0,0,0,0,0,0,0,0,0,0,0,1,-4,-4,1,2,3,1,1,1,1,1,1,1,1,1,1,200,0,0,0,1,-4,-4,-4,1,-4,-4,-4,-4,-4,6,38,-4,2,1,52,40,200,7,39,-4,6,1,25,-4,902,0,0,14,9,54,1,52,200,14,2,1,25,-4,-4,-4,-4,-4,-4,-4,-4,6,3
4659,20,10,46,2,6,1,1,1,3,8,2,2,29,2,1,1,4,4,0,2,6,1,-4,-4,-4,-4,2,2,-4,-4,25,-4,-4,165,1,-4,151,1,-4,4,-4,-4,-4,-4,-4,-4,-4,985,3,2,1,3,2,2,1,2,3,1,2,1,2,2,1,2,2,1,3,3,2,2,1,2,2,1,1,1,2,1,2,-4,0,0,1,-4,0,0,0,0,0,0,0,0,0,0,27,2,0,-4,1,3,1,1,1,1,1,1,1,1,1,1,1,200,0,0,0,4,0,7,1,4,1,0,10,1,1,13,25,-4,14,1,52,40,985,10,24,0,12,1,25,40,775,-27,-27,14,9,78,1,38,200,14,7,1,38,-4,-4,-4,-4,-4,-4,-4,140,5,9
4660,24,4,41,2,1,1,0,3,1,8,5,3,29,2,1,1,4,4,0,2,6,1,-4,-4,-4,-4,2,3,-4,-4,14,-4,-4,65,3,-4,100,3,-4,4,-4,-4,-4,-4,-4,-4,-4,472,1,2,3,4,2,1,1,4,1,4,3,1,-2,-4,3,4,1,2,1,2,1,2,1,2,1,1,1,1,2,0,2,-4,0,0,1,-4,0,0,0,0,0,0,0,0,55,0,300,2,2,7,1,1,3,1,4,1,1,1,1,1,1,1,6,200,1,1,0,3,-4,-4,-4,3,-4,-4,-4,-4,1,13,76,-4,-4,0,10,8,394,13,78,-4,6,-4,0,-4,-4,-300,-300,14,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,340,1,9
